Estimate ID,In General Export,In Our Database,In Detailed Export,Status,Division,Price
EST2764414,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4973390,Yes,Yes,No,Estimate In Progress,LE Paving,1787.56
EST4972980,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4973007,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4972938,Yes,Yes,No,Estimate Lost - Price too high,LE Tree Care,122.2
EST2765325,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4965439,Yes,Yes,No,Work Complete,LE Tree Care,817.18
EST4966179,Yes,Yes,No,Work Complete,LE Tree Care,55
EST4967092,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,31.43
EST4967184,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,11
EST4967236,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,188.58
EST4967770,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4967775,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4967778,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4965476,Yes,Yes,No,Work Complete,LE Tree Care,187.6
EST4965106,Yes,Yes,No,Estimate In Progress,LE Landscapes,5039.38
EST4966738,Yes,Yes,No,Contract Signed,LE Landscapes,795.9
EST4962601,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,0
EST4961782,Yes,Yes,No,Work Complete,LE Paving,597.12
EST4961783,Yes,Yes,No,Work Complete,LE Paving,597.12
EST4961785,Yes,Yes,No,Work Complete,LE Paving,597.12
EST4961879,Yes,Yes,No,Client Proposal Phase,LE Irrigation,3903.54
EST4961883,Yes,Yes,No,Client Proposal Phase,LE Irrigation,0
EST4961884,Yes,Yes,No,Client Proposal Phase,LE Irrigation,641.67
EST4961885,Yes,Yes,No,Client Proposal Phase,LE Irrigation,427.78
EST4961886,Yes,Yes,No,Client Proposal Phase,LE Irrigation,855.56
EST4961887,Yes,Yes,No,Client Proposal Phase,LE Irrigation,1497.23
EST4961888,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2138.9
EST4961889,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2994.46
EST4961890,Yes,Yes,No,Client Proposal Phase,LE Irrigation,1925.01
EST4961891,Yes,Yes,No,Client Proposal Phase,LE Irrigation,7272.26
EST4961892,Yes,Yes,No,Client Proposal Phase,LE Irrigation,1283.34
EST4961525,Yes,Yes,No,Work Complete,LE Paving,528
EST2753702,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2753731,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4956100,Yes,Yes,No,Estimate In Progress,LE Paving,21557.11
EST2755034,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST2755082,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST2755114,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST2755134,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST2755176,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST2755258,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),400
EST4958621,Yes,Yes,No,Work Complete,LE Paving,0
EST4958566,Yes,Yes,No,Work Complete,LE Paving,13578.3
EST4957472,Yes,Yes,No,Estimate Lost,LE Tree Care,0
EST4958542,Yes,Yes,No,Estimate In Progress,LE Paving,644.01
EST4954381,Yes,Yes,No,Client Proposal Phase,Parking Lot Sweeping,0
EST2751569,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2752274,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2750347,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2750360,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST4951251,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,0
EST4952535,Yes,Yes,No,Estimate In Progress,LE Paving,2474.82
EST2747682,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2747717,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2747771,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2747790,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2747819,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2747842,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST4948788,Yes,Yes,No,Work Complete,LE Tree Care,565.74
EST4948685,Yes,Yes,No,Work Complete,LE Tree Care,309.59
EST4947376,Yes,Yes,No,Client Proposal Phase,LE Irrigation,7591.8
EST4947446,Yes,Yes,No,Client Proposal Phase,LE Irrigation,5061.2
EST4949400,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,345.73
EST4949545,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,628.6
EST2748023,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2748040,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2748075,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4949568,Yes,Yes,No,Client Proposal Phase,LE Maintenance Enchancements,0
EST2745455,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2745570,Yes,Yes,No,Estimate Lost - No Reply,LE Maintenance (Summer/Winter),0
EST4945635,Yes,Yes,No,Contract Signed,LE Landscapes,0
EST2744539,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4945526,Yes,Yes,No,Work Complete,LE Tree Care,70.89
EST4945545,Yes,Yes,No,Work Complete,LE Tree Care,70.89
EST4945561,Yes,Yes,No,Work Complete,LE Tree Care,70.89
EST2743107,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2743223,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4942956,Yes,Yes,No,Estimate In Progress,LE Paving,772.68
EST4941998,Yes,Yes,No,Work Complete,LE Tree Care,500.85
EST2743257,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743269,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743276,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743281,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743286,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743299,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743304,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2743309,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4943119,Yes,Yes,No,Estimate In Progress,LE Paving,7042.7
EST4943101,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4942854,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2742952,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2743044,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2740460,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2741762,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2740585,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4939500,Yes,Yes,No,Estimate In Progress,LE Irrigation,61.11
EST2740568,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2740592,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2740619,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2738641,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2738810,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4935662,Yes,Yes,No,Work Complete,LE Paving,5641.8
EST4934831,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST4936784,Yes,Yes,No,Work Complete,LE Paving,1214.28
EST4936829,Yes,Yes,No,Work Complete,LE Paving,2218.86
EST4934364,Yes,Yes,No,Billing Complete,LE Irrigation,1816.83
EST4935376,Yes,Yes,No,Estimate In Progress,LE Paving,4695.2
EST4932267,Yes,Yes,No,Estimate In Progress,LE Paving,1180.62
EST4931905,Yes,Yes,No,Estimate In Progress,LE Irrigation,0
EST4930994,Yes,Yes,No,Billing Complete,LE Irrigation,0
EST4931847,Yes,Yes,No,Estimate In Progress,LE Paving,1053.18
EST4932541,Yes,Yes,No,Work Complete,LE Paving,543.42
EST4932028,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4932486,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4933314,Yes,Yes,No,Work Complete,LE Tree Care,58.66
EST4933641,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4933604,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4928782,Yes,Yes,No,Estimate In Progress,LE Paving,12717.54
EST2734940,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4926000,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4926974,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4925983,Yes,Yes,No,Estimate Lost,LE Landscapes,9385.52
EST4924407,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4923599,Yes,Yes,No,Work Complete,LE Tree Care,773.4
EST4920063,Yes,Yes,No,Estimate In Progress,LE Paving,1227.36
EST4920089,Yes,Yes,No,Estimate In Progress,LE Paving,772.68
EST4919844,Yes,Yes,No,Estimate In Progress,LE Landscapes,1138.81
EST4919685,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2728638,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4915804,Yes,Yes,No,Estimate In Progress,LE Paving,4929.96
EST4916260,Yes,Yes,No,Estimate Lost,LE Tree Care,50.9
EST4916251,Yes,Yes,No,Estimate Lost - Price too high,LE Tree Care,97.76
EST4916034,Yes,Yes,No,Work Complete,LE Tree Care,811.6
EST4916139,Yes,Yes,No,Work Complete,LE Tree Care,568.3
EST4911121,Yes,Yes,No,Contract Signed,LE Maintenance Enchancements,0
EST2722701,Yes,Yes,No,Email Contract Award,LE Maintenance (Summer/Winter),0
EST4907343,Yes,Yes,No,Estimate In Progress,LE Paving,2481.3
EST4908017,Yes,Yes,No,Estimate In Progress,LE Paving,4749.5
EST4904295,Yes,Yes,No,Estimate In Progress,Parking Lot Sweeping,0
EST2715568,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4902554,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4902579,Yes,Yes,No,Estimate In Progress,LE Landscapes,504.72
EST4902613,Yes,Yes,No,Estimate In Progress,LE Landscapes,122.22
EST2545989,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4898522,Yes,Yes,No,Estimate In Progress,LE Paving,842.94
EST4899131,Yes,Yes,No,Work Complete,LE Tree Care,24.44
EST4896676,Yes,Yes,No,Work Complete,LE Tree Care,122.2
EST4896287,Yes,Yes,No,Work Complete,LE Tree Care,205.31
EST4899125,Yes,Yes,No,Estimate Lost,LE Tree Care,15125.1
EST2711161,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2711197,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2712056,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2712030,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2712065,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4894330,Yes,Yes,No,Estimate In Progress,LE Paving,7298.03
EST2712088,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2712117,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2712124,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2712153,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2710028,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2709924,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),12209.45
EST4892131,Yes,Yes,No,Work Complete,LE Paving,581.7
EST4891497,Yes,Yes,No,Contract Signed,LE Paving,891.3
EST2707004,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706477,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706654,Yes,Yes,No,Email Contract Award,LE Maintenance (Summer/Winter),0
EST2707987,Yes,Yes,No,Estimate Lost - Price too high,LE Maintenance (Summer/Winter),0
EST2708098,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2708123,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4888764,Yes,Yes,No,Estimate In Progress,LE Paving,7508.1
EST2706496,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4999629,Yes,Yes,No,Client Proposal Phase,LE Irrigation,7133.88
EST2706584,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706615,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706633,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706815,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706831,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706847,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706857,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706864,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706871,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706878,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706886,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706895,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706941,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706963,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2706975,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707029,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707051,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707059,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707071,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707874,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707887,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4888497,Yes,Yes,No,Work Complete,LE Tree Care,412.5
EST4888651,Yes,Yes,No,Estimate In Progress,LE Paving,18194.3
EST2707919,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707942,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2707962,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2708000,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2708040,Yes,Yes,No,Verbal Contract Award,LE Maintenance (Summer/Winter),0
EST2708059,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2705822,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2705570,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2704885,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2705834,Yes,Yes,No,Verbal Contract Award,LE Maintenance (Summer/Winter),0
EST2705840,Yes,Yes,No,Verbal Contract Award,LE Maintenance (Summer/Winter),0
EST2705632,Yes,Yes,No,Estimate Lost - No Reply,LE Maintenance (Summer/Winter),0
EST4885006,Yes,Yes,No,Estimate On Hold,LE Tree Care,0
EST4885012,Yes,Yes,No,Estimate On Hold,LE Tree Care,195.52
EST4885037,Yes,Yes,No,Estimate On Hold,LE Tree Care,366.6
EST4884904,Yes,Yes,No,Estimate On Hold,LE Tree Care,48.88
EST4884953,Yes,Yes,No,Estimate On Hold,LE Tree Care,195.52
EST4884971,Yes,Yes,No,Estimate On Hold,LE Tree Care,48.88
EST4884986,Yes,Yes,No,Estimate On Hold,LE Tree Care,0
EST2705702,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4880736,Yes,Yes,No,Estimate In Progress,LE Landscapes,3758.37
EST4879279,Yes,Yes,No,Estimate In Progress,LE Paving,6358.1
EST4879274,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4881096,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4877586,Yes,Yes,No,Contract Signed,LE Landscapes,524.36
EST4875843,Yes,Yes,No,Estimate In Progress,LE Paving,472.42
EST4878451,Yes,Yes,No,Work Complete,LE Tree Care,12.22
EST4877919,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4872625,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4873990,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,125.72
EST4875379,Yes,Yes,No,Estimate In Progress,LE Paving,1958.88
EST4872766,Yes,Yes,No,Estimate In Progress,LE Landscapes,0
EST4874130,Yes,Yes,No,Work Complete,LE Tree Care,125.72
EST4870505,Yes,Yes,No,Contract Signed,LE Maintenance Enchancements,855.56
EST4869255,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4872019,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4869667,Yes,Yes,No,Estimate In Progress,LE Paving,1236.48
EST4871884,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1453.5
EST4871598,Yes,Yes,No,Work Complete,LE Tree Care,97.76
EST4868506,Yes,Yes,No,Contract Signed,LE Maintenance Enchancements,855.56
EST4868633,Yes,Yes,No,Estimate Lost,LE Tree Care,110
EST4868690,Yes,Yes,No,Work Complete,LE Tree Care,205.31
EST4868593,Yes,Yes,No,Estimate Lost - Price too high,LE Tree Care,381.29
EST4866160,Yes,Yes,No,Estimate Lost - Price too high,LE Tree Care,97.76
EST4866677,Yes,Yes,No,Contract Signed,LE Landscapes,1565.9
EST4864428,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,14.67
EST2692410,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4864373,Yes,Yes,No,Client Proposal Phase,LE Landscapes,8437.73
EST2692481,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST4862686,Yes,Yes,No,Estimate Lost,LE Paving,0
EST4863333,Yes,Yes,No,Estimate In Progress,LE Paving,12704.48
EST4864567,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4864607,Yes,Yes,No,Client Proposal Phase,LE Landscapes,16.87
EST4861651,Yes,Yes,No,Client Proposal Phase,LE Maintenance Enchancements,87.36
EST4860618,Yes,Yes,No,Client Proposal Phase,LE Landscapes,67383.4
EST4859582,Yes,Yes,No,Client Proposal Phase,LE Landscapes,109768.51
EST4746040,Yes,Yes,No,Contract Signed,LE Maintenance Enchancements,0
EST4861016,Yes,Yes,No,Client Proposal Phase,LE Maintenance Enchancements,0
EST4855448,Yes,Yes,No,Contract Signed,LE Landscapes,13961.54
EST4858396,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,5133.33
EST4855258,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2143.94
EST4851264,Yes,Yes,No,Contract Signed,LE Paving,26814.78
EST4850576,Yes,Yes,No,Work Complete,LE Tree Care,0
EST4851859,Yes,Yes,No,Work Complete,LE Tree Care,85.54
EST4850156,Yes,Yes,No,Client Proposal Phase,LE Irrigation,1973.4
EST4850070,Yes,Yes,No,Work Complete,LE Tree Care,28.52
EST4851830,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,23.58
EST2683130,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2683166,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2683167,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2683188,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4846157,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1687.53
EST4846393,Yes,Yes,No,Client Proposal Phase,LE Landscapes,523.81
EST4846864,Yes,Yes,No,Contract Signed,LE Paving,1361.76
EST4846895,Yes,Yes,No,Estimate In Progress,LE Landscapes,1156.94
EST4846127,Yes,Yes,No,Client Proposal Phase,LE Maintenance Enchancements,0
EST4847184,Yes,Yes,No,Contract Signed,LE Paving,13241.92
EST4845388,Yes,Yes,No,Estimate In Progress,LE Paving,979.44
EST4840925,Yes,Yes,No,Estimate In Progress,LE Paving,0
EST4842319,Yes,Yes,No,Estimate In Progress,LE Paving,892.08
EST4842127,Yes,Yes,No,Client Proposal Phase,LE Paving,0
EST4842294,Yes,Yes,No,Client Proposal Phase,LE Landscapes,10564.96
EST4839232,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1168.74
EST4926996,Yes,Yes,No,Contract Signed,LE Maintenance Enchancements,0
EST4839235,Yes,Yes,No,Estimate Lost,LE Tree Care,13.75
EST4839126,Yes,Yes,No,Client Proposal Phase,LE Landscapes,614.71
EST4833901,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1359.98
EST4834448,Yes,Yes,No,Client Proposal Phase,LE Landscapes,284.57
EST4834657,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2606.86
EST4835051,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1504.25
EST4835225,Yes,Yes,No,Client Proposal Phase,LE Landscapes,6750.75
EST4835742,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2063.41
EST4835835,Yes,Yes,No,Client Proposal Phase,LE Landscapes,511.84
EST4835836,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1263.85
EST4835837,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2941.24
EST4835767,Yes,Yes,No,Estimate Lost,LE Tree Care,495
EST4835791,Yes,Yes,No,Estimate Lost,LE Tree Care,825
EST4835031,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4831590,Yes,Yes,No,Client Proposal Phase,LE Landscapes,2821.31
EST4830809,Yes,Yes,No,Client Proposal Phase,LE Irrigation,9552.67
EST4831042,Yes,Yes,No,Contract Signed,LE Tree Care,1973.4
EST4831496,Yes,Yes,No,Billing Complete,LE Irrigation,73.33
EST4830668,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,855.56
EST4830693,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1711.11
EST4830775,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,1711.11
EST4831588,Yes,Yes,No,Client Proposal Phase,LE Irrigation,3057.87
EST4831637,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2211.52
EST4831656,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2211.52
EST4831668,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2621.16
EST4831016,Yes,Yes,No,Billing Complete,LE Irrigation,119.78
EST4829247,Yes,Yes,No,Work Complete,LE Tree Care,90.63
EST4828503,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST2673937,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2673656,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4829257,Yes,Yes,No,Estimate Lost,LE Tree Care,3102
EST2673710,Yes,Yes,No,Contract Signed,LE Maintenance (Summer/Winter),0
EST2673607,Yes,Yes,No,Email Contract Award,LE Maintenance (Summer/Winter),0
EST4823633,Yes,Yes,No,Billing Complete,LE Irrigation,293.4
EST2672208,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST2672228,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4826093,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
EST4822554,Yes,Yes,No,Work Complete,Line Painting,0
EST4822605,Yes,Yes,No,Work Complete,Line Painting,0
EST4822620,Yes,Yes,No,Work Complete,Line Painting,0
EST4822751,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,234.64
EST4822725,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,146.65
EST4820929,Yes,Yes,No,Work Complete,LE Tree Care,125.72
EST4822844,Yes,Yes,No,Estimate Lost,LE Tree Care,102.66
EST2671389,Yes,Yes,No,Estimate Lost,LE Maintenance (Summer/Winter),0
EST4822728,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,377.16
EST4822627,Yes,Yes,No,Estimate Lost - No Reply,LE Tree Care,502.88
EST4822653,Yes,Yes,No,Client Proposal Phase,LE Landscapes,1174.79
EST4815604,Yes,Yes,No,Client Proposal Phase,LE Irrigation,2504.92
EST4815372,Yes,Yes,No,Work Complete,LE Tree Care,48.88
EST4816630,Yes,Yes,No,Estimate In Progress,LE Paving,9626.4
EST4815087,Yes,Yes,No,Estimate In Progress,LE Paving,4917
EST4816307,Yes,Yes,No,Estimate In Progress,LE Maintenance Enchancements,0
